image_path,target,split,image_base,status,sidewalk_pos,road_pos,Object_present,Object_present_outside,m_bicycle,m_car,m_person,m_traffic_sign,traffic_light,m_obstacle,m_grass,m_plants,m_trees,m_bicycle_outside,m_car_outside,m_person_outside,m_traffic_sign_outside,traffic_light_outside,m_obstacle_outside,m_grass_outside,m_plants_outside,m_trees_outside,priority_caption
training/images/0778.jpg,"The sidewalk is centered in the view, bordered by a bike lane on the left and a building on the right. A pole stands on the right side, 3 meters ahead. The path is clear for next 10 meters.",train,0778.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,not present,Right-Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: 2 obstacles close on the right. Context: The sidewalk is centered in the view, bordered by a bike lane on the left and a building on the right. A pole stands on the right side, 3 meters ahead. The path is clear for next 10 meters."
training/images/0779.jpg,"The sidewalk is centered in the view, leading towards a pedestrian crossing marked with white lines. A cyclist is riding along the path, approximately 5 meters ahead. A traffic light pole stands on the left side, around 3 meters away. The path appears clear for navigation.",train,0779.jpg,done,Right,Front,Yes,Yes,Center-Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left-Left,not present,not present,not present,not present,not present,"Sidewalk: right. Road: front. RoadVsSidewalk: crossing_front. Nearby: 2 bicycles close on the center. Far: 2 traffic signs farther away on the left. Context: The sidewalk is centered in the view, leading towards a pedestrian crossing marked with white lines. A cyclist is riding along the path, approximately 5 meters ahead. A traffic light pole stands on the left side, around 3 meters away. The path appears clear for navigation."
training/images/0780.jpg,"The sidewalk is centered in the view, leading to a pedestrian crossing marked with white dashed lines. A tactile paving strip runs along the edge of the sidewalk, indicating the transition from the road to the sidewalk. The crossing is clear for the next 10 meters.",train,0780.jpg,done,Center,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: front. RoadVsSidewalk: crossing_front. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, leading to a pedestrian crossing marked with white dashed lines. A tactile paving strip runs along the edge of the sidewalk, indicating the transition from the road to the sidewalk. The crossing is clear for the next 10 meters."
training/images/0781.jpg,"The sidewalk is centered in the view, with a pedestrian crossing signal pole directly ahead. A yellow tactile button is mounted on the pole, approximately 1 meter away. The path is clear for next 5 meters.",train,0781.jpg,done,Center,Front,Yes,No,not present,not present,not present,not present,Left-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: front. RoadVsSidewalk: crossing_front. Nearby: 2 traffic lights close on the left. Context: The sidewalk is centered in the view, with a pedestrian crossing signal pole directly ahead. A yellow tactile button is mounted on the pole, approximately 1 meter away. The path is clear for next 5 meters."
training/images/0782.jpg,"The sidewalk is centered in the view, leading to a pedestrian crossing with a tactile paving. A pole stands immediately ahead, partially obstructing the path. On the left side, a bicycle is parked near a building entrance. The road is clear, with no immediate obstacles visible.",train,0782.jpg,done,Center,Front,Yes,Yes,not present,not present,not present,not present,Right-Right,not present,not present,not present,not present,not present,Center-Center,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: front. RoadVsSidewalk: crossing_front. Nearby: 2 traffic lights close on the right. Far: 2 cars farther away on the center. Context: The sidewalk is centered in the view, leading to a pedestrian crossing with a tactile paving. A pole stands immediately ahead, partially obstructing the path. On the left side, a bicycle is parked near a building entrance. The road is clear, with no immediate obstacles visible."
training/images/0783.jpg,"The sidewalk is centered in the view, leading to a wooden railing overlooking a valley. A stone wall borders the left side, while a grassy area with small flowers occupies the right. The path is clear for next 10 meters.",train,0783.jpg,done,Left,Not present,Yes,No,not present,not present,not present,not present,not present,not present,Right-Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: left. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, leading to a wooden railing overlooking a valley. A stone wall borders the left side, while a grassy area with small flowers occupies the right. The path is clear for next 10 meters."
training/images/0785.jpg,"The sidewalk is centered in the view, bordered by a stone wall with plants on the left and a wooden railing on the right. The path is clear for next 10 meters.",train,0785.jpg,done,Right,Not present,Yes,No,not present,not present,not present,not present,not present,not present,Left-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a stone wall with plants on the left and a wooden railing on the right. The path is clear for next 10 meters."
training/images/0787.jpg,"The sidewalk is centered in the view, bordered by a building with large windows on the left and a road on the right. The path is clear for next 10 meters.",train,0787.jpg,done,Right,Right,Yes,No,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: right. RoadVsSidewalk: unknown. Nearby: an obstacle close on the center. Context: The sidewalk is centered in the view, bordered by a building with large windows on the left and a road on the right. The path is clear for next 10 meters."
training/images/0788.jpg,"The sidewalk is centered in the view, bordered by a building with large windows on the left side. A small step leads into the building entrance 5 meters ahead. The path is clear for next 10 meters.",train,0788.jpg,done,Right,Right,Yes,No,not present,not present,not present,not present,not present,Center-Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: right. RoadVsSidewalk: unknown. Nearby: 2 obstacles close on the center. Context: The sidewalk is centered in the view, bordered by a building with large windows on the left side. A small step leads into the building entrance 5 meters ahead. The path is clear for next 10 meters."
training/images/0789.jpg,"The sidewalk is centered in the view, bordered by a building with large windows on the left and a road on the right. A small step leads into the building entrance 5 meters ahead. The path is clear for next 10 meters.",train,0789.jpg,done,Right,Right,Yes,No,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: right. RoadVsSidewalk: unknown. Nearby: an obstacle close on the center. Context: The sidewalk is centered in the view, bordered by a building with large windows on the left and a road on the right. A small step leads into the building entrance 5 meters ahead. The path is clear for next 10 meters."
training/images/0790.jpg,"The sidewalk is centered in the view, bordered by a building with large windows on the left and a road on the right. The path is clear for next 10 meters.",train,0790.jpg,done,Right,Right,Yes,No,not present,not present,not present,not present,not present,Center-Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: right. RoadVsSidewalk: unknown. Nearby: 2 obstacles close on the center. Context: The sidewalk is centered in the view, bordered by a building with large windows on the left and a road on the right. The path is clear for next 10 meters."
training/images/0791.jpg,"The sidewalk is centered in the view, bordered by a glass building with a large overhang on the left side. A metal grid embedded in the pavement slightly protrudes into the walking path. A cyclist is visible 10 meters ahead on the right side. The path is clear for next 10 meters.",train,0791.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a glass building with a large overhang on the left side. A metal grid embedded in the pavement slightly protrudes into the walking path. A cyclist is visible 10 meters ahead on the right side. The path is clear for next 10 meters."
training/images/0793.jpg,"The sidewalk is centered in the view, bordered by a glass building on the left and a grassy area with trees on the right. A few pedestrians are walking along the path, approximately 10 meters ahead. The path appears clear for navigation.",train,0793.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a glass building on the left and a grassy area with trees on the right. A few pedestrians are walking along the path, approximately 10 meters ahead. The path appears clear for navigation."
training/images/0794.jpg,"The sidewalk is centered in the view, bordered by a glass building with large windows on the right side. A bicycle is parked against the wall 10 meters ahead on the left. The path is clear for next 10 meters.",train,0794.jpg,done,Left,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: left. Road: left. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a glass building with large windows on the right side. A bicycle is parked against the wall 10 meters ahead on the left. The path is clear for next 10 meters."
training/images/0796.jpg,"The sidewalk is centered in the view, bordered by a metal fence on the left and a road on the right. The path is clear for next 10 meters.",train,0796.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a metal fence on the left and a road on the right. The path is clear for next 10 meters."
training/images/0798.jpg,"The sidewalk is centered in the view, bordered by a bike lane on the left and a grassy area with trees on the right. A pole stands approximately 3 meters ahead on the left side. The path is clear for next 10 meters.",train,0798.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,not present,Center-Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: 2 obstacles close on the center. Context: The sidewalk is centered in the view, bordered by a bike lane on the left and a grassy area with trees on the right. A pole stands approximately 3 meters ahead on the left side. The path is clear for next 10 meters."
training/images/0800.jpg,"The sidewalk is centered in the view, bordered by a glass building on the right and a pedestrian path on the left. A traffic sign pole stands approximately 5 meters ahead on the left side. The path appears clear for navigation.",train,0800.jpg,done,Left,Not present,Yes,No,not present,not present,Left-Left-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: left. Road: unknown. RoadVsSidewalk: unknown. Nearby: 3 people close on the left. Context: The sidewalk is centered in the view, bordered by a glass building on the right and a pedestrian path on the left. A traffic sign pole stands approximately 5 meters ahead on the left side. The path appears clear for navigation."
training/images/0801.jpg,"The sidewalk is centered in the view, with a glass-walled building on the right and bike racks on the left. A small object sits on the ground near the entrance. No significant obstacles for the next few meters.",train,0801.jpg,done,Center,Not present,Yes,No,not present,not present,not present,not present,not present,Left-Left-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: 3 obstacles close on the left. Context: The sidewalk is centered in the view, with a glass-walled building on the right and bike racks on the left. A small object sits on the ground near the entrance. No significant obstacles for the next few meters."
training/images/0802.jpg,"The sidewalk is on the left side of the view, adjacent to a parking ramp entrance. A pole partially obstructs the sidewalk on the right, around 8 meters ahead. No obvious obstacles for the next few meters.",train,0802.jpg,done,Left,Not present,Yes,No,not present,not present,not present,not present,not present,Right-Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: left. Road: unknown. RoadVsSidewalk: unknown. Nearby: 2 obstacles close on the right. Context: The sidewalk is on the left side of the view, adjacent to a parking ramp entrance. A pole partially obstructs the sidewalk on the right, around 8 meters ahead. No obvious obstacles for the next few meters."
training/images/0803.jpg,"The sidewalk is on the left of the view, lined by trees on the left, and a building entrance is on the right. The building entrance protrudes from the right, majorly blocking the path. The sidewalk is clear, with no immediate obstacles for the next few meters.",train,0803.jpg,done,Left,Not present,Yes,No,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: left. Road: unknown. RoadVsSidewalk: unknown. Nearby: a bicycle close on the center. Context: The sidewalk is on the left of the view, lined by trees on the left, and a building entrance is on the right. The building entrance protrudes from the right, majorly blocking the path. The sidewalk is clear, with no immediate obstacles for the next few meters."
training/images/0804.jpg,"The sidewalk is on the left and center of the view, with a row of trees and a flower bed in the middle of the sidewalk. Building wall borders the left side. The road is on the right, separated by a red bike lane. No immediate obstacles for the next few meters.",train,0804.jpg,done,Right,Not present,Yes,No,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is on the left and center of the view, with a row of trees and a flower bed in the middle of the sidewalk. Building wall borders the left side. The road is on the right, separated by a red bike lane. No immediate obstacles for the next few meters."
training/images/0805.jpg,"The sidewalk is on the left side of the view, with a parking garage entrance. A pole is positioned near the sidewalk edge on the left. The road and bike lane continue straight on the right, with no other visible obstacles.",train,0805.jpg,done,Center,Right,Yes,No,not present,not present,not present,not present,not present,Left-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: 2 obstacles close on the left. Context: The sidewalk is on the left side of the view, with a parking garage entrance. A pole is positioned near the sidewalk edge on the left. The road and bike lane continue straight on the right, with no other visible obstacles."
training/images/0806.jpg,"The sidewalk is at the center, slightly elevated, with curbs on both sides. The path is mostly clear for the next few meters, with caution for tripping near the curb.",train,0806.jpg,done,Center,Not present,Yes,No,not present,not present,not present,not present,not present,Center-Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: 2 obstacles close on the center. Context: The sidewalk is at the center, slightly elevated, with curbs on both sides. The path is mostly clear for the next few meters, with caution for tripping near the curb."
training/images/0808.jpg,"The sidewalk is at the center, next to a building entrance with a raised platform on the left. The bike lane continues straight on the right. The raised platform could obstruct navigation if approached without caution.",train,0808.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is at the center, next to a building entrance with a raised platform on the left. The bike lane continues straight on the right. The raised platform could obstruct navigation if approached without caution."
training/images/0809.jpg,"The sidewalk is centered in the view, bordered by a building on the left and a bike parking area on the right. A pedestrian is walking ahead, 12 meters ahead. The path is clear for navigation.",train,0809.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a building on the left and a bike parking area on the right. A pedestrian is walking ahead, 12 meters ahead. The path is clear for navigation."
training/images/0811.jpg,"The sidewalk is at the center. It has two sections: a smooth paved section on the right and a textured, grass-lined brick section on the left. A pedestrian is partially visible on the left. There are no major obstacles ahead.",train,0811.jpg,done,Right,Not present,Yes,No,Left,not present,Left-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: 2 people close on the left; a bicycle close on the left. Context: The sidewalk is at the center. It has two sections: a smooth paved section on the right and a textured, grass-lined brick section on the left. A pedestrian is partially visible on the left. There are no major obstacles ahead."
training/images/0812.jpg,"The sidewalk is on the right side in the view, adjacent to a building entrance on the left. The path continues straight, with no other obstacles on the path.",train,0812.jpg,done,Right,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is on the right side in the view, adjacent to a building entrance on the left. The path continues straight, with no other obstacles on the path."
training/images/0813.jpg,"The sidewalk is at the center. It has two sections: a smooth paved section on the right and a textured, grass-lined brick section on the left. The path is clear for the next few meters.",train,0813.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is at the center. It has two sections: a smooth paved section on the right and a textured, grass-lined brick section on the left. The path is clear for the next few meters."
training/images/0814.jpg,"The sidewalk is at the right and runs alongside a stairway leading underground on the left of the sidewalk. Directly ahead, in 3 meters, a railing stands to separate the stairway from the path. It could be an obstacle if not careful. No issues on the path.",train,0814.jpg,done,Right,Not present,Yes,No,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: an obstacle close on the center. Context: The sidewalk is at the right and runs alongside a stairway leading underground on the left of the sidewalk. Directly ahead, in 3 meters, a railing stands to separate the stairway from the path. It could be an obstacle if not careful. No issues on the path."
training/images/0816.jpg,"The sidewalk is centered in the view, running through grass and trees on both sides. The path is clear for the next 15 meters.",train,0816.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, running through grass and trees on both sides. The path is clear for the next 15 meters."
training/images/0817.jpg,"The sidewalk runs from the right to the center, next to a building with a slightly protruding entrance. A metal directional sign is positioned ahead, partially obstructing the path. The road is on the right with moving cars. A damaged section of pavement is visible, which may cause difficulty in navigation.",train,0817.jpg,done,Right,Right,Yes,No,not present,not present,not present,not present,not present,Left-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: right. RoadVsSidewalk: unknown. Nearby: 2 obstacles close on the left. Context: The sidewalk runs from the right to the center, next to a building with a slightly protruding entrance. A metal directional sign is positioned ahead, partially obstructing the path. The road is on the right with moving cars. A damaged section of pavement is visible, which may cause difficulty in navigation."
training/images/0818.jpg,"The sidewalk is centered and runs under a bridge, enclosed by a rough-textured wall on the left and metal pillars on the right. Two electric scooters are parked against the wall, partially blocking the path. Though the road is centered, limited space may make navigation challenging.",train,0818.jpg,done,Right,Not present,Yes,No,Left-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: 2 bicycles close on the left. Context: The sidewalk is centered and runs under a bridge, enclosed by a rough-textured wall on the left and metal pillars on the right. Two electric scooters are parked against the wall, partially blocking the path. Though the road is centered, limited space may make navigation challenging."
training/images/0820.jpg,"The sidewalk is part of a train station platform, running parallel to the railway tracks on the top right. Tactile paving is present for guidance, but the edge is close to the tracks, requiring caution. There are no visible obstacles ahead, but awareness of platform boundaries is essential.",train,0820.jpg,done,Left,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: left. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is part of a train station platform, running parallel to the railway tracks on the top right. Tactile paving is present for guidance, but the edge is close to the tracks, requiring caution. There are no visible obstacles ahead, but awareness of platform boundaries is essential."
training/images/0821.jpg,"The sidewalk is centered in the view, running along a row of buildings with large windows. A lamppost is positioned at the right of the sidewalk, and cars parked at the right are partially extended onto the path, narrowing the sidewalk. The path is clear for navigation.",train,0821.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, running along a row of buildings with large windows. A lamppost is positioned at the right of the sidewalk, and cars parked at the right are partially extended onto the path, narrowing the sidewalk. The path is clear for navigation."
training/images/0822.jpg,"The sidewalk is at the center. It is narrow and runs through an arched passageway. It has a cobblestone surface with raised edges on both sides. On the right, there are FAU information signs attached to the wall, providing directional guidance. The path is clear for the next 10 meters.",train,0822.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is at the center. It is narrow and runs through an arched passageway. It has a cobblestone surface with raised edges on both sides. On the right, there are FAU information signs attached to the wall, providing directional guidance. The path is clear for the next 10 meters."
training/images/0824.jpg,"The sidewalk is on the left side in the view, adjacent to a hospital entrance with a ramp and railing on the right. There are no significant obstacles in the immediate vicinity. However, a pedestrian in white medical attire is walking inwards, which could momentarily obstruct the path.",train,0824.jpg,done,Center,Not present,Yes,No,not present,not present,Left-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: 2 people close on the left. Context: The sidewalk is on the left side in the view, adjacent to a hospital entrance with a ramp and railing on the right. There are no significant obstacles in the immediate vicinity. However, a pedestrian in white medical attire is walking inwards, which could momentarily obstruct the path."
training/images/0826.jpg,"The sidewalk is centered in the view, with a store entrance with a small step on the right. The step is partially obstructing the path. There are tactile paving markers for visually impaired pedestrians. The path is clear.",train,0826.jpg,done,Center,Not present,Yes,No,not present,not present,not present,not present,not present,Left-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: 2 obstacles close on the left. Context: The sidewalk is centered in the view, with a store entrance with a small step on the right. The step is partially obstructing the path. There are tactile paving markers for visually impaired pedestrians. The path is clear."
training/images/0827.jpg,"The sidewalk is on the left in the view, with a line of bollards in the middle of the path. On the right, a narrow entrance with steps going down is located. Directly ahead, within 3 meters, a metal fence with potted plants separates the sidewalk and the stairway. Caution is required to navigate safely.",train,0827.jpg,done,Left,Not present,Yes,No,not present,not present,not present,not present,not present,Right-Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: left. Road: unknown. RoadVsSidewalk: unknown. Nearby: 2 obstacles close on the right. Context: The sidewalk is on the left in the view, with a line of bollards in the middle of the path. On the right, a narrow entrance with steps going down is located. Directly ahead, within 3 meters, a metal fence with potted plants separates the sidewalk and the stairway. Caution is required to navigate safely."
training/images/0828.jpg,"The sidewalk is centered and continues along a pedestrian street with multiple bollards along the right side. On the left, a building entrance with a downward stairway partially obstructing the path, around 5 meters ahead. Further ahead, a car is parked on the pedestrian street. Caution is required to navigate safely.",train,0828.jpg,done,Center,Not present,Yes,No,not present,not present,not present,not present,not present,Right-Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: 2 obstacles close on the right. Context: The sidewalk is centered and continues along a pedestrian street with multiple bollards along the right side. On the left, a building entrance with a downward stairway partially obstructing the path, around 5 meters ahead. Further ahead, a car is parked on the pedestrian street. Caution is required to navigate safely."
training/images/0830.jpg,"The sidewalk is on the center in the view, with a transition to a bicycle lane on the left. The bicycle lane is active with cyclists. No significant obstacles are present within immediate reach.",train,0830.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is on the center in the view, with a transition to a bicycle lane on the left. The bicycle lane is active with cyclists. No significant obstacles are present within immediate reach."
training/images/0831.jpg,"The sidewalk is on the center in the view, with a transition to a bicycle lane on the left. The bicycle lane is active with cyclists. The path is clear, with no significant obstacles for the next 5 meters.",train,0831.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is on the center in the view, with a transition to a bicycle lane on the left. The bicycle lane is active with cyclists. The path is clear, with no significant obstacles for the next 5 meters."
training/images/0832.jpg,The sidewalk is at the right and runs straight under a bridge. A rough-textured wall on the left and metal pillars on the right borders the path. A pedestrian is walking 12 meters ahead. The path is clear for navigation for the next 12 meters.,train,0832.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Context: The sidewalk is at the right and runs straight under a bridge. A rough-textured wall on the left and metal pillars on the right borders the path. A pedestrian is walking 12 meters ahead. The path is clear for navigation for the next 12 meters.
training/images/0833.jpg,"The sidewalk is centered in the view, running under a bridge with a wall on the left and large pillars on the other. A lamppost stands on the right, around 10 meters ahead, partially obstructing the path. Otherwise, the path is clear for navigation for the next 12 meters.",train,0833.jpg,done,Left,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: left. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, running under a bridge with a wall on the left and large pillars on the other. A lamppost stands on the right, around 10 meters ahead, partially obstructing the path. Otherwise, the path is clear for navigation for the next 12 meters."
training/images/0834.jpg,"The sidewalk is at the center, which runs between modern buildings, leading to an open pedestrian area. A path goes on the left around 4 meters ahead. There is an overhead structure above the path, around 7 meters ahead, but no significant obstacles on the ground. The pathway is clear and well-paved.",train,0834.jpg,done,Center,Not present,Yes,No,not present,not present,not present,not present,not present,Left-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: 2 obstacles close on the left. Context: The sidewalk is at the center, which runs between modern buildings, leading to an open pedestrian area. A path goes on the left around 4 meters ahead. There is an overhead structure above the path, around 7 meters ahead, but no significant obstacles on the ground. The pathway is clear and well-paved."
training/images/0835.jpg,"The sidewalk is centered in the view, adjacent to a road on the left. A bike path starts slightly ahead, separated by a tactile strip. On the right, a building borders the walking path. Though potted plants near the entrance of the building slightly protrude into the walking path, the path is safe for navigation.",train,0835.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, adjacent to a road on the left. A bike path starts slightly ahead, separated by a tactile strip. On the right, a building borders the walking path. Though potted plants near the entrance of the building slightly protrude into the walking path, the path is safe for navigation."
training/images/0836.jpg,"The sidewalk is in the center, adjacent to a bike road on the left. Straight ahead, within 5 meters, the sidewalk splits into two sections, with a small garden bed in the middle. A lamppost stands at the edge of the sidewalk, partially obstructing the path. The path is safe for navigation.",train,0836.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,not present,Center-Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: 2 obstacles close on the center. Context: The sidewalk is in the center, adjacent to a bike road on the left. Straight ahead, within 5 meters, the sidewalk splits into two sections, with a small garden bed in the middle. A lamppost stands at the edge of the sidewalk, partially obstructing the path. The path is safe for navigation."
training/images/0838.jpg,"The sidewalk is centered and transitions into a pedestrian-friendly path with a raised curb. The sidewalk continues to the left, while the pedestrian-friendly path takes a turn on the right around 7 meters ahead. Although the curb might pose a tripping risk, the sidewalk is clear otherwise.",train,0838.jpg,done,Left,Not present,Yes,No,not present,not present,not present,not present,not present,Center-Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: left. Road: unknown. RoadVsSidewalk: unknown. Nearby: 2 obstacles close on the center. Context: The sidewalk is centered and transitions into a pedestrian-friendly path with a raised curb. The sidewalk continues to the left, while the pedestrian-friendly path takes a turn on the right around 7 meters ahead. Although the curb might pose a tripping risk, the sidewalk is clear otherwise."
